Model,2, Misfit,0.33,
1,1.40,153,
2,0.73,189,
3,7.08,195,
4,6.56,197,
5,3.44,273,
6,15.54,482,
7,17.81,754,
8,13.66,777,
9,49.19,792,
10,112.02,866,
11,108.75,1047,
12,81.51,1057,
